reviews__|	reviews__|__date	reviews__|__score	reviews__|__name	score_breakdown__Value for money	score_breakdown__Free WiFi	score_breakdown__Cleanliness	score_breakdown__Comfort	score_breakdown__Facilities	score_breakdown__Location	score_breakdown__Staff	score	name	location
R78	"Reviewed: January 29, 2018"	7.5	Slavena										
R35	"Reviewed: August 19, 2018"	7.9	Boryana										
R81	"Reviewed: January 21, 2018"	9.6	aziaNuar										
R80	"Reviewed: January 28, 2018"	7.1	Yun										
R83	"Reviewed: January 12, 2018"	10	Natalia.F										
R82	"Reviewed: January 20, 2018"	9.2	Dominik										
R85	"Reviewed: January 5, 2018"	7.1	Dirkv1988										
R84													
R87	"Reviewed: December 28, 2017"	8.3	Joyce										
R86	"Reviewed: December 30, 2017"	10	Yupar										
R79	"Reviewed: January 29, 2018"	6.7	Samantha										
R45	"Reviewed: July 31, 2018"	9.2	Alison										
R44	"Reviewed: August 5, 2018"	9.2	Al Busaid										
R47	"Reviewed: July 27, 2018"	9.6	Sin										
R46	"Reviewed: July 28, 2018"	10	Mydz										
R41	"Reviewed: August 12, 2018"	8.3	Steveh										
R40	"Reviewed: August 13, 2018"	9.2	Pui										
R43	"Reviewed: August 11, 2018"	8.8	Alex_Jagi										
R42	"Reviewed: August 12, 2018"	7.1	Poh										
R33	"Reviewed: August 26, 2018"	7	Ak										
R49	"Reviewed: July 23, 2018"	7.5	Sweet lemon										
R48	"Reviewed: July 23, 2018"	9.2	Saad										
R98	"Reviewed: March 1, 2019"	10	Duong Lai										
R99	"Reviewed: February 23, 2019"	9.6	Napassawan										
R96	"Reviewed: April 10, 2019"	8.3	Ong Yi ling										
R97	"Reviewed: April 9, 2019"	9.6	Dila Malaki										
R94	"Reviewed: April 23, 2019"	9.2	Mizan										
R95	"Reviewed: April 12, 2019"	9.6	Kamonkarn										
R92	"Reviewed: November 16, 2017"	9.6	Somsak										
R93	"Reviewed: November 10, 2017"	8.8	Purinat										
R90	"Reviewed: November 18, 2017"	9.6	Miti Chanyawong										
R91	"Reviewed: November 17, 2017"	7.9	Andi										
R16	"Reviewed: November 17, 2018"	9.6	Chee										
R17	"Reviewed: November 15, 2018"	8.8	Pristine										
R14	"Reviewed: November 19, 2018"	8.3	Hock										
R15	"Reviewed: November 19, 2018"	7.5	Nicu R.										
R12	"Reviewed: December 3, 2018"	6.3	Lee										
R13	"Reviewed: November 28, 2018"	10	Allison										
R10	"Reviewed: December 24, 2018"	10	Joyce										
R11	"Reviewed: December 10, 2018"	8.3	Khoo										
R18													
R19	"Reviewed: November 14, 2018"	5.8	Lay										
R58													
R59	"Reviewed: June 26, 2018"	7.1	Pre										
R52	"Reviewed: July 21, 2018"	7.5	Ami										
R53	"Reviewed: July 16, 2018"	8.8	Kelly										
R50	"Reviewed: July 23, 2018"	7.1	Wolfgang										
R51	"Reviewed: July 22, 2018"	9.2	Anonymous										
R56	"Reviewed: July 9, 2018"	6.7	Anonymous										
R57	"Reviewed: July 5, 2018"	7.5	Cheryl										
R54	"Reviewed: July 14, 2018"	10	Ela										
R55	"Reviewed: July 11, 2018"	8.8	Gaël										
R29	"Reviewed: August 29, 2018"	10	Graeme										
R28	"Reviewed: September 3, 2018"	9.6	Alice										
R25	"Reviewed: September 11, 2018"	10	Bolanle										
R24	"Reviewed: September 16, 2018"	6.3	Anonymous										
R88	"Reviewed: December 18, 2017"	9.6	Kaka_94										
R63	"Reviewed: May 13, 2018"	9.2	Melissa										
R62	"Reviewed: May 16, 2018"	8.3	Martin										
R61	"Reviewed: May 24, 2018"	7.5	Sook										
R60	"Reviewed: June 4, 2018"	9.6	Sass										
R67	"Reviewed: April 17, 2018"	7.5	Nga										
R66	"Reviewed: May 2, 2018"	10	Ma										
R65	"Reviewed: May 8, 2018"	5.4	Tianyang										
R64	"Reviewed: May 8, 2018"	9.2	Jaryong										
R27	"Reviewed: September 7, 2018"	9.6	Jintana										
R26	"Reviewed: September 11, 2018"	9.6	Mee										
R69	"Reviewed: April 9, 2018"	7.5	Sokharam										
R68	"Reviewed: April 12, 2018"	10	Christoph										
R23	"Reviewed: October 11, 2018"	6.7	PL Yong										
R22	"Reviewed: October 16, 2018"	7.9	Sy										
R21	"Reviewed: November 6, 2018"	7.5	Kingkenny										
R20	"Reviewed: November 8, 2018"	7.5	Valentina										
R100	"Reviewed: July 11, 2017"	10	Wai	8.9	9.3	9.5	9.4	9.3	8.6	9.6	9.2	 COMO Metropolitan Bangkok	"27 South Sathorn Road, Tungmahamek, Sathorn, 10120 Bangkok, Thailand"
R70	"Reviewed: January 13, 2018"	7.1	Melvyn										
R71	"Reviewed: January 7, 2018"	10	Susan										
R72	"Reviewed: January 6, 2018"	10	Carolyn										
R73	"Reviewed: January 4, 2018"	10	Rachid										
R74	"Reviewed: January 3, 2018"	9.2	Vicky										
R75	"Reviewed: January 3, 2018"	9.2	Marcel										
R76	"Reviewed: December 22, 2017"	10	Tom										
R77	"Reviewed: December 19, 2017"	9.2	Gabor										
R34	"Reviewed: August 2, 2018"	9.6	Shirlie										
R38	"Reviewed: July 23, 2018"	9.2	Philippa										
R36	"Reviewed: July 31, 2018"	10	David										
R37	"Reviewed: July 30, 2018"	10	Kharla										
R30	"Reviewed: August 23, 2018"	9.6	Sean										
R31													
R32	"Reviewed: August 14, 2018"	10	Riccardo										
R39	"Reviewed: July 16, 2018"	9.6	Henry S.										
R4	"Reviewed: February 9, 2019"	10	David										
R5	"Reviewed: February 5, 2019"	10	Mark										
R6	"Reviewed: February 4, 2019"	9.6	Denise										
R7	"Reviewed: February 3, 2019"	9.6	Carolyn										
R1	"Reviewed: April 18, 2019"	9.6	Gillian										
R2	"Reviewed: March 11, 2019"	9.2	Chandoz										
R3	"Reviewed: February 9, 2019"	9.6	Jin Lucy										
R8	"Reviewed: January 28, 2019"	10	albul										
R9	"Reviewed: January 28, 2019"	7.5	Anonymous										
R89	"Reviewed: September 11, 2017"	9.2	Victor										
R78	"Reviewed: December 18, 2017"	8.8	Aljo_a										
R35	"Reviewed: July 31, 2018"	10	Donna										
R81	"Reviewed: November 30, 2017"	9.6	234mikki										
R80	"Reviewed: December 3, 2017"	10	Adrienhk										
R83	"Reviewed: November 25, 2017"	10	Neal										
R82	"Reviewed: November 28, 2017"	10	Mason										
R85	"Reviewed: October 31, 2017"	7.9	Anonymous										
R84	"Reviewed: November 8, 2017"	9.6	Anonymous										
R87	"Reviewed: September 25, 2017"	10	Susan										
R86	"Reviewed: October 27, 2017"	9.2	Gina										
R79	"Reviewed: December 12, 2017"	9.2	fiona.e										
R45	"Reviewed: May 9, 2018"	9.6	Ling										
R44	"Reviewed: May 17, 2018"	9.6	Ross										
R47													
R46	"Reviewed: May 1, 2018"	9.2	Anonymous										
R41	"Reviewed: July 12, 2018"	10	SOMJ_										
R40	"Reviewed: July 15, 2018"	7.9	Tim										
R43	"Reviewed: May 24, 2018"	9.2	John										
R42	"Reviewed: June 18, 2018"	7.1	Adrien_										
R33	"Reviewed: August 11, 2018"	10	Anonymous										
R49	"Reviewed: April 22, 2018"	9.2	Sean P										
R48	"Reviewed: April 23, 2018"	9.2	Anonymous										
R98	"Reviewed: July 18, 2017"	9.6	Happy										
R99													
R96	"Reviewed: July 28, 2017"	10	Prabalika										
R97	"Reviewed: July 24, 2017"	9.6	Linda										
R94	"Reviewed: August 2, 2017"	10	Jean										
R95	"Reviewed: August 1, 2017"	8.3	Cecilia										
R92	"Reviewed: August 29, 2017"	9.6	Catherine										
R93	"Reviewed: August 14, 2017"	10	Tony										
R90	"Reviewed: September 3, 2017"	9.2	Anonymous										
R91	"Reviewed: September 3, 2017"	9.6	Anonymous										
R16	"Reviewed: December 8, 2018"	9.2	Karl										
R17	"Reviewed: December 2, 2018"	8.3	Mohammed										
R14	"Reviewed: December 28, 2018"	8.8	Jawaher										
R15	"Reviewed: December 21, 2018"	10	Raj										
R12	"Reviewed: January 8, 2019"	10	Jacques										
R13	"Reviewed: December 29, 2018"	9.2	Jacques										
R10	"Reviewed: January 22, 2019"	9.2	Emma H UK										
R11	"Reviewed: January 14, 2019"	10	Alexander										
R18	"Reviewed: November 18, 2018"	9.2	Anonymous										
R19	"Reviewed: November 14, 2018"	9.2	Zoe										
R58	"Reviewed: February 26, 2018"	10	Pierre-emmanuel										
R59	"Reviewed: February 24, 2018"	9.2	Techin										
R52	"Reviewed: March 27, 2018"	9.6	Sezi										
R53	"Reviewed: March 22, 2018"	8.8	Abby										
R50	"Reviewed: March 28, 2018"	10	Jenni										
R51	"Reviewed: March 28, 2018"	9.6	Eirik										
R56	"Reviewed: March 18, 2018"	10	David										
R57	"Reviewed: February 28, 2018"	7.5	Marianne										
R54	"Reviewed: March 19, 2018"	8.3	Jazzlo										
R55	"Reviewed: March 19, 2018"	9.6	Sezi										
R29	"Reviewed: September 3, 2018"	9.2	Chin										
R28	"Reviewed: September 18, 2018"	10	Ft										
R25	"Reviewed: October 16, 2018"	10	Anthony										
R24	"Reviewed: October 17, 2018"	9.6	Nanna										
R88	"Reviewed: September 19, 2017"	10	Laura										
R63	"Reviewed: February 10, 2018"	9.2	Zofia										
R62	"Reviewed: February 12, 2018"	10	Vaios										
R61	"Reviewed: February 16, 2018"	10	Rebecca										
R60	"Reviewed: February 23, 2018"	9.6	John										
R67	"Reviewed: January 19, 2018"	9.6	Shirlie										
R66	"Reviewed: January 27, 2018"	9.2	Camille										
R65	"Reviewed: January 28, 2018"	6.7	sugarbebe										
R64	"Reviewed: February 1, 2018"	10	Shariza										
R27	"Reviewed: September 25, 2018"	4.6	Anonymous										
R26	"Reviewed: September 27, 2018"	8.8	Anonymous										
R69	"Reviewed: January 16, 2018"	9.6	Roslyn										
R68	"Reviewed: January 18, 2018"	9.6	Carole										
R23	"Reviewed: October 21, 2018"	9.6	Kevin										
R22	"Reviewed: October 22, 2018"	8.3	Jayesh										
R21	"Reviewed: October 27, 2018"	9.2	Ashling										
R20	"Reviewed: November 3, 2018"	9.6	Shirlie										
R100	"Reviewed: April 20, 2019"	5	Karly	7.1	5.3	7.2	7.2	6.9	7.1	7.6	7.2	 Twin Towers 	"88/2 New Rama 6th Road, Rong Muang, Patumwan, 10330 Bangkok, Thailand"
R70	"Reviewed: January 3, 2018"	4.2	David										
R71	"Reviewed: January 2, 2018"	8.3	Chetan										
R72	"Reviewed: January 1, 2018"	2.9	Shanshan										
R73	"Reviewed: December 24, 2017"	3.8	Hein										
R74	"Reviewed: December 12, 2017"	7.1	Anonymous										
R75	"Reviewed: December 6, 2017"	2.9	Benjamin										
R76	"Reviewed: November 14, 2017"	4.6	Anonymous										
R77	"Reviewed: October 30, 2017"	5.8	Anonymous										
R34	"Reviewed: December 28, 2018"	4.6	Hapiza										
R38	"Reviewed: December 8, 2018"	9.2	Che										
R36	"Reviewed: December 26, 2018"	5.8	Abdulla										
R37	"Reviewed: December 15, 2018"	2.9	Sandysadrien										
R30	"Reviewed: January 3, 2019"	9.6	Shiv										
R31	"Reviewed: January 2, 2019"	6.7	TS16										
R32	"Reviewed: January 1, 2019"	4.2	Adil										
R39	"Reviewed: December 6, 2018"	9.2	Anonymous										
R4	"Reviewed: March 18, 2019"	7.5	Stephen										
R5	"Reviewed: March 14, 2019"	5.4	Sven										
R6	"Reviewed: March 13, 2019"	10	Marianna										
R7	"Reviewed: March 8, 2019"	8.3	Dobrina										
R1	"Reviewed: April 9, 2019"	7.1	Lolita										
R2	"Reviewed: March 26, 2019"	7.9	Harriette										
R3	"Reviewed: March 19, 2019"	8.3	Martyn										
R8	"Reviewed: March 7, 2019"	7.9	__										
R9	"Reviewed: March 6, 2019"	7.1	Gerard										
R89	"Reviewed: August 2, 2017"	4.6	Thayalakumar										
R78	"Reviewed: October 15, 2017"	10	Ali										
R35	"Reviewed: December 26, 2018"	7.5	Dayalan										
R81	"Reviewed: September 10, 2017"	7.9	Anonymous										
R80	"Reviewed: September 20, 2017"	6.3	Patricia										
R83	"Reviewed: September 6, 2017"	8.8	Shereen										
R82	"Reviewed: September 9, 2017"	5	Sohana										
R85	"Reviewed: August 21, 2017"	4.6	Business										
R84	"Reviewed: August 29, 2017"	8.8	Elliott										
R87	"Reviewed: August 15, 2017"	3.3	G										
R86	"Reviewed: August 18, 2017"	2.9	Anonymous										
R79	"Reviewed: October 13, 2017"	7.1	Anonymous										
R45	"Reviewed: November 5, 2018"	9.2	Mikeyyo										
R44	"Reviewed: November 12, 2018"	8.8	Petcharat										
R47	"Reviewed: October 10, 2018"	8.8	Fred										
R46	"Reviewed: October 19, 2018"	10	Anonymous										
R41	"Reviewed: November 30, 2018"	7.5	Eng										
R40	"Reviewed: December 5, 2018"	9.6	Peter										
R43	"Reviewed: November 19, 2018"	10	Rama										
R42	"Reviewed: November 25, 2018"	9.2	Jessica										
R33	"Reviewed: January 1, 2019"	5	Omar										
R49	"Reviewed: September 13, 2018"	4.2	good vibes always										
R48	"Reviewed: October 2, 2018"	10	Harry										
R98	"Reviewed: June 21, 2017"	9.2	James										
R99	"Reviewed: June 9, 2017"	10	Lei										
R96	"Reviewed: July 4, 2017"	5	Noel										
R97	"Reviewed: July 2, 2017"	9.6	Waqas										
R94	"Reviewed: July 13, 2017"	4.6	Anonymous										
R95	"Reviewed: July 12, 2017"	7.9	Stamatia										
R92	"Reviewed: July 17, 2017"	5	Salman										
R93	"Reviewed: July 16, 2017"	3.8	Sarah										
R90	"Reviewed: July 28, 2017"	8.8	Sajid										
R91	"Reviewed: July 26, 2017"	4.2	Ben										
R16	"Reviewed: February 3, 2019"	3.8	Sophie										
R17	"Reviewed: January 29, 2019"	6.3	Yuwen										
R14	"Reviewed: February 8, 2019"	5.4	Jasmine										
R15	"Reviewed: February 7, 2019"	7.5	Serena										
R12	"Reviewed: February 11, 2019"	7.5	Boglarka										
R13	"Reviewed: February 10, 2019"	5	Agnieszka										
R10	"Reviewed: February 17, 2019"	10	Atchara										
R11	"Reviewed: February 12, 2019"	7.5	Nanna										
R18	"Reviewed: January 28, 2019"	4.2	Harel										
R19	"Reviewed: January 28, 2019"	9.6	Eli										
R58	"Reviewed: June 11, 2018"	6.7	Manisha Sonawane										
R59	"Reviewed: April 22, 2018"	7.9	Helena										
R52	"Reviewed: August 3, 2018"	2.9	Hsusande										
R53	"Reviewed: August 3, 2018"	7.9	Albert										
R50	"Reviewed: August 14, 2018"	5	Talant										
R51	"Reviewed: August 5, 2018"	4.2	Faraz										
R56	"Reviewed: July 30, 2018"	8.3	Zafifi										
R57	"Reviewed: July 30, 2018"	10	Bryan										
R54	"Reviewed: August 1, 2018"	9.6	Sebastien Paris										
R55	"Reviewed: July 31, 2018"	5.4	Ong										
R29	"Reviewed: January 3, 2019"	7.5	Tee										
R28	"Reviewed: January 5, 2019"	9.6	Renes										
R25	"Reviewed: January 11, 2019"	7.1	Mariob										
R24													
R88													
R63													
R62	"Reviewed: March 11, 2018"	6.7	Corina										
R61	"Reviewed: March 18, 2018"	2.5	zennchu										
R60	"Reviewed: March 28, 2018"	5.4	Andrew										
R67	"Reviewed: January 7, 2018"	10	wildorange										
R66	"Reviewed: January 13, 2018"	5	Jihunim1989										
R65	"Reviewed: January 15, 2018"	9.6	Mark										
R64	"Reviewed: January 22, 2018"	7.1	David										
R27	"Reviewed: January 7, 2019"	2.9	Gautam										
R26	"Reviewed: January 9, 2019"	7.5	Flora										
R69	"Reviewed: January 3, 2018"	3.3	Timur										
R68	"Reviewed: January 4, 2018"	7.9	Anonymous										
R23	"Reviewed: January 12, 2019"	7.9	Jayne Leitao										
R22	"Reviewed: January 15, 2019"	6.3	Anonymous										
R21	"Reviewed: January 24, 2019"	10	Anonymous										
R20	"Reviewed: January 26, 2019"	6.7	Anonymous										
R100				8.1	8.3	8.8	8.8	8.6	8.2	9	8.6	 The Salil Hotel Sukhumvit 57 - Thonglor	"Sukhumvit Soi 57, Klongtan Nua, Wattana, Wattana, 10110 Bangkok, Thailand"
R70	"Reviewed: June 10, 2017"	10	cherrybombzxy										
R71	"Reviewed: June 7, 2017"	9.6	Matt										
R72	"Reviewed: May 10, 2017"	10	Apirat										
R73	"Reviewed: April 22, 2019"	10	geniuskung										
R74	"Reviewed: April 18, 2019"	10	Sarah										
R75	"Reviewed: March 7, 2019"	10	Ming										
R76	"Reviewed: November 19, 2018"	9.6	Adam										
R77	"Reviewed: November 17, 2018"	7.5	Koh										
R34	"Reviewed: March 6, 2018"	8.8	Cassandra										
R38													
R36	"Reviewed: March 5, 2018"	10	Justin										
R37	"Reviewed: February 24, 2018"	9.6	Myeong										
R30	"Reviewed: April 9, 2018"	8.3	Anonymous										
R31	"Reviewed: March 30, 2018"	10	Chris										
R32	"Reviewed: March 24, 2018"	9.6	Johann										
R39	"Reviewed: February 7, 2018"	8.3	Ha										
R4	"Reviewed: March 4, 2019"	9.2	David										
R5	"Reviewed: March 1, 2019"	7.5	Azimah										
R6	"Reviewed: February 15, 2019"	6.3	Paolo										
R7	"Reviewed: January 26, 2019"	9.6	Jutikan										
R1	"Reviewed: April 9, 2019"	9.6	Adam										
R2	"Reviewed: March 31, 2019"	9.2	nabilahabd										
R3													
R8	"Reviewed: January 14, 2019"	10	xovigggg										
R9	"Reviewed: January 6, 2019"	9.2	Kin										
R89	"Reviewed: April 22, 2018"	4.6	Jackseerara										
R78	"Reviewed: November 17, 2018"	6.3	Clair										
R35													
R81	"Reviewed: November 16, 2018"	9.6	ALAbdulla										
R80	"Reviewed: November 16, 2018"	10	Tara										
R83	"Reviewed: August 4, 2018"	9.6	Dublin8										
R82	"Reviewed: September 15, 2018"	9.2	Claire										
R85	"Reviewed: July 24, 2018"	7.5	Lo										
R84	"Reviewed: July 30, 2018"	8.8	Qiujun										
R87	"Reviewed: July 3, 2018"	8.8	Lorraine										
R86													
R79	"Reviewed: November 17, 2018"	10	Anonymous										
R45	"Reviewed: December 22, 2017"	10	See										
R44	"Reviewed: December 25, 2017"	9.2	Arbhassorn										
R47	"Reviewed: December 13, 2017"	10	Yiling										
R46													
R41	"Reviewed: January 7, 2018"	9.2	Aniz										
R40	"Reviewed: January 28, 2018"	5	Jane W.										
R43	"Reviewed: December 27, 2017"	10	Emelie										
R42	"Reviewed: January 4, 2018"	8.3	Lina										
R33	"Reviewed: March 9, 2018"	8.8	Xing										
R49	"Reviewed: November 14, 2017"	10	JamesAshleeMyles										
R48	"Reviewed: November 24, 2017"	9.6	Sarah.Hoe										
R98	"Reviewed: January 22, 2018"	9.6	Kiang										
R99	"Reviewed: January 22, 2018"	8.3	Linh										
R96													
R97	"Reviewed: February 6, 2018"	8.3	Robert										
R94	"Reviewed: February 18, 2018"	8.8	Andrea										
R95	"Reviewed: February 17, 2018"	10	__										
R92	"Reviewed: March 4, 2018"	9.2	Liviu										
R93	"Reviewed: February 25, 2018"	9.2	Anonymous										
R90	"Reviewed: April 18, 2018"	10	Maria										
R91	"Reviewed: March 25, 2018"	9.2	Marc										
R16	"Reviewed: December 18, 2018"	10	Stephen										
R17	"Reviewed: December 16, 2018"	8.8	Jiejing										
R14	"Reviewed: December 21, 2018"	7.5	thomascampbell										
R15													
R12	"Reviewed: December 28, 2018"	9.6	Madhvi										
R13	"Reviewed: December 24, 2018"	9.2	Carl										
R10	"Reviewed: January 2, 2019"	7.9	James										
R11	"Reviewed: December 31, 2018"	9.2	Stanley										
R18	"Reviewed: December 14, 2018"	7.1	Teun										
R19	"Reviewed: December 10, 2018"	7.5	Zhe										
R58	"Reviewed: August 3, 2017"	5.4	Ahmed										
R59	"Reviewed: July 27, 2017"	9.2	kaxuson										
R52	"Reviewed: October 31, 2017"	10	Joia										
R53													
R50	"Reviewed: November 14, 2017"	8.8	Zaza										
R51	"Reviewed: October 31, 2017"	9.6	Karen										
R56	"Reviewed: August 23, 2017"	8.8	Sophia.Park										
R57	"Reviewed: August 6, 2017"	9.2	Priscilla										
R54	"Reviewed: September 1, 2017"	5.8	Mubarak										
R55	"Reviewed: August 27, 2017"	8.3	Anonymous										
R29	"Reviewed: May 6, 2018"	4.6	Jack										
R28	"Reviewed: May 10, 2018"	7.1	Anthony										
R25	"Reviewed: August 16, 2018"	10	Zentraveller										
R24	"Reviewed: October 26, 2018"	10	Su Qing										
R88	"Reviewed: July 3, 2018"	9.2	Olivier										
R63	"Reviewed: July 6, 2017"	10	Diane										
R62	"Reviewed: July 8, 2017"	7.5	rlgriffo										
R61	"Reviewed: July 17, 2017"	10	Chaim										
R60	"Reviewed: July 20, 2017"	8.3	Chong										
R67													
R66	"Reviewed: June 14, 2017"	9.6	Woon										
R65	"Reviewed: June 29, 2017"	5.8	Afzal										
R64	"Reviewed: July 3, 2017"	4.6	Shaima										
R27	"Reviewed: May 15, 2018"	7.5	Richard										
R26	"Reviewed: May 29, 2018"	6.3	louisalam0211										
R69													
R68	"Reviewed: June 13, 2017"	7.1	Grace										
R23	"Reviewed: November 16, 2018"	10	Rodsa										
R22	"Reviewed: November 25, 2018"	8.8	Lukrecija										
R21	"Reviewed: November 26, 2018"	5.4	Pauline										
R20	"Reviewed: December 4, 2018"	7.9	Stefanie										
R4	"Reviewed: November 10, 2018"	10	TrendTrader	9.8		10	9.8	9.8	8.8	9	9.5	Villa Artistic and Quirky Home with a Copper Bath and Breakfas	"60/29, Soi Prompak Yaek 1, Thonglor 25, Khlong Tan Nuea, Watthana, Wattana, 10110 Bangkok, Thailand"
R5	"Reviewed: October 14, 2018"	10	Nurul										
R1	"Reviewed: February 7, 2019"	9.6	Man										
R2	"Reviewed: December 4, 2018"	9.6	Francis										
R3	"Reviewed: November 16, 2018"	9.5	Jazmin										
R70	"Reviewed: August 2, 2017"	8.8	Alex	8.4	8.3	8.9	8.5	8.4	8.4	9.2	8.6	 H3 Hotel Paulista	"Rua Rocha, 217, Bela Vista, São Paulo, CEP 01330-000, Brazil"
R71	"Reviewed: July 23, 2017"	10	Krishna										
R72	"Reviewed: July 18, 2017"	7.5	Nayandra										
R73	"Reviewed: July 11, 2017"	7.5	Amie										
R74	"Reviewed: July 4, 2017"	9.6	Frederick										
R75	"Reviewed: May 1, 2017"	3.8	Eduardo										
R34	"Reviewed: September 15, 2018"	5	Anonymous										
R38	"Reviewed: August 26, 2018"	8.3	Carlos										
R36	"Reviewed: September 1, 2018"	8.3	Gina554										
R37	"Reviewed: August 29, 2018"	8.8	Andrei										
R30	"Reviewed: March 12, 2019"	10	Nicholas										
R31	"Reviewed: December 27, 2018"	8.3	Anonymous										
R32	"Reviewed: December 8, 2018"	2.5	Denis										
R39	"Reviewed: August 7, 2018"	5.8	Fernando										
R4	"Reviewed: February 19, 2019"	9.2	Joel										
R5	"Reviewed: February 18, 2019"	5	Eli Kranz										
R6	"Reviewed: December 21, 2018"	10	Isabel										
R7	"Reviewed: December 2, 2018"	4.2	Fabio										
R1	"Reviewed: March 19, 2019"	9.6	jacolomb										
R2	"Reviewed: March 17, 2019"	10	David										
R3	"Reviewed: March 6, 2019"	8.3	Leonardo										
R8	"Reviewed: November 18, 2018"	5	Anonymous										
R9	"Reviewed: October 22, 2018"	8.3	Kolawole										
R35	"Reviewed: September 13, 2018"	9.6	Miski										
R45	"Reviewed: April 26, 2018"	9.2	Martin										
R44	"Reviewed: May 7, 2018"	9.2	Ralph_Gier_Benedetti										
R47	"Reviewed: April 16, 2018"	7.5	Izalete										
R46	"Reviewed: April 26, 2018"	10	Raj167										
R41	"Reviewed: July 25, 2018"	7.9	Anonymous										
R40	"Reviewed: August 6, 2018"	7.5	Carl F Kernizan										
R43	"Reviewed: May 14, 2018"	7.5	Anonymous										
R42	"Reviewed: May 23, 2018"	8.3	Marc										
R33	"Reviewed: November 13, 2018"	10	Basani										
R49	"Reviewed: February 20, 2018"	10	David										
R48	"Reviewed: February 28, 2018"	10	Anonymous										
R16	"Reviewed: April 4, 2018"	9.6	Eddie										
R17	"Reviewed: February 17, 2018"	8.3	Krystian										
R14	"Reviewed: June 5, 2018"	8.8	Quentin										
R15	"Reviewed: April 13, 2018"	10	Janine										
R12	"Reviewed: August 1, 2018"	9.6	sk1311										
R13	"Reviewed: June 7, 2018"	9.6	Lina-marie										
R10	"Reviewed: September 14, 2018"	9.6	Nila										
R11	"Reviewed: August 1, 2018"	9.6	Anonymous										
R18	"Reviewed: February 10, 2018"	9.6	Syed										
R19	"Reviewed: December 22, 2017"	9.2	Guilherme G.										
R58	"Reviewed: November 9, 2017"	6.3	Ian										
R59	"Reviewed: October 25, 2017"	10	Maria										
R52	"Reviewed: January 26, 2018"	8.3	Pilar										
R53	"Reviewed: January 11, 2018"	9.2	khurram munir										
R50	"Reviewed: February 15, 2018"	9.2	Pranas										
R51	"Reviewed: January 27, 2018"	7.5	Pilar										
R56	"Reviewed: December 6, 2017"	6.7	Gilsa										
R57	"Reviewed: November 29, 2017"	10	Amir										
R54	"Reviewed: January 8, 2018"	5.8	Jorge										
R55	"Reviewed: December 20, 2017"	7.9	IamDanielDuarte										
R29	"Reviewed: March 27, 2019"	9.2	Karin										
R28	"Reviewed: April 12, 2019"	9.6	Victor										
R25	"Reviewed: April 28, 2017"	10	Stacey										
R24	"Reviewed: May 2, 2017"	8.3	Marc										
R63	"Reviewed: September 25, 2017"	10	Anonymous										
R62	"Reviewed: October 2, 2017"	7.9	Corrado										
R61	"Reviewed: October 9, 2017"	10	Anonymous										
R60	"Reviewed: October 17, 2017"	10	Tássia										
R67	"Reviewed: August 25, 2017"	9.2	Carlos										
R66	"Reviewed: September 6, 2017"	8.3	BetoMorelli										
R65	"Reviewed: September 17, 2017"	10	Anonymous										
R64	"Reviewed: September 22, 2017"	6.7	Júlia Saraiva										
R27	"Reviewed: April 20, 2019"	5	Bruno										
R26	"Reviewed: April 24, 2017"	7.1	Marques.Bini										
R69	"Reviewed: August 4, 2017"	10	Jose										
R68	"Reviewed: August 22, 2017"	7.5	Jeff										
R23	"Reviewed: June 28, 2017"	10	Neiva										
R22	"Reviewed: July 3, 2017"	9.6	Jeruvic										
R21	"Reviewed: September 5, 2017"	5	Anonymous										
R20	"Reviewed: October 29, 2017"	5	Hoffmann Joerg										
R100	"Reviewed: November 8, 2018"	9.6	Anthony	8.1	7.7	8.8	8.6	8.2	8.8	8.4	8.5	 Dynasty Grande 	"21 Soi Sukhumvit 6, Sukhumvit Rd. Klongtoey,, Khlong Toei, 10110 Bangkok, Thailand"
R70	"Reviewed: March 27, 2019"	10	Christopher										
R71	"Reviewed: March 25, 2019"	10	Axel										
R72	"Reviewed: March 5, 2019"	5.4	sigiweiler										
R73	"Reviewed: February 6, 2019"	10	Timothy										
R74	"Reviewed: February 5, 2019"	10	Richard										
R75	"Reviewed: January 31, 2019"	10	MikeGreenwood										
R76	"Reviewed: January 30, 2019"	7.9	David										
R77	"Reviewed: January 30, 2019"	10	Tim										
R34	"Reviewed: January 23, 2018"	7.5	Gee LOVE										
R38	"Reviewed: January 3, 2018"	9.6	Andrew										
R36	"Reviewed: January 14, 2018"	10	Suda										
R37	"Reviewed: January 11, 2018"	10	Steven										
R30	"Reviewed: February 12, 2018"	8.3	M.Sp										
R31	"Reviewed: February 1, 2018"	9.2	Andreas										
R32	"Reviewed: February 1, 2018"	8.3	Roberto										
R39	"Reviewed: December 31, 2017"	8.8	He										
R4	"Reviewed: November 14, 2018"	7.1	Mohan Sundar										
R5	"Reviewed: November 6, 2018"	6.7	Dean										
R6	"Reviewed: October 17, 2018"	10	Christopher										
R7	"Reviewed: October 1, 2018"	6.7	Anonymous										
R1	"Reviewed: March 1, 2019"	10	Mark										
R2	"Reviewed: February 13, 2019"	7.5	Anonymous										
R3	"Reviewed: November 28, 2018"	10	Russell										
R8	"Reviewed: September 6, 2018"	9.2	Satisfied										
R9	"Reviewed: August 12, 2018"	7.5	Leslie										
R89	"Reviewed: January 2, 2019"	7.9	Stephen										
